,0,1,2,3,4,5,6,7,8,9
136,18854,24829,35617,52338,35418,15084,38223,41963,47934,2207
137,18035,20400,21446,32147,18192,10838,9756,91680,41924,2213
138,8245,26672,7899,3684,47962,5448,852,40363,98290,2222
139,8850,28914,45869,48899,45536,36518,44026,73828,46517,2257
140,38795,43716,37058,55884,38391,11466,31102,42235,46769,2301
141,2883,11972,18177,60002,46819,14258,50440,60537,26809,2336
142,33551,39859,41979,40855,31819,24441,31675,42552,74302,2411
143,22538,40076,40970,58510,31640,25416,23068,44368,32596,2416
144,26578,28603,41901,46383,42670,34551,48793,73944,36609,2427
145,8870,19026,36065,54126,48524,24886,43310,50096,53099,2443
146,2126,25015,62314,34382,9366,3878,30849,47525,48384,2482
147,3654,38655,51706,56081,36707,22525,3432,51108,55655,2489
148,23188,27956,29612,47201,37167,34564,32835,63410,46388,2530
149,36726,41794,43004,33654,39662,25700,37482,33389,32951,2534
150,20507,26693,27507,43648,41696,30248,46850,61075,66500,2548
151,25612,25566,59476,47149,43612,34202,55588,63777,51598,2617
152,13660,16720,18480,22722,25184,25890,14895,27623,47192,2621
153,34438,21582,21421,29917,32624,13234,25535,30369,56932,2625
154,30104,22218,24805,41179,47949,49051,48289,60750,41103,2662
155,12896,17073,37057,45375,45936,25790,53142,64581,64752,2698
156,4880,6716,7132,9373,11775,8189,2026,26858,96541,2710
157,48598,54972,40511,37692,31067,10655,50700,55719,51428,2715
158,19091,26090,27344,59806,40805,22434,21429,33600,50170,2716
159,26633,24397,14478,15600,24175,25648,44919,72992,89025,2725
160,37213,41965,48108,51191,43178,7684,10886,73742,85481,2769
161,37041,36201,17365,25719,45853,47455,55517,72777,43355,2778
162,6736,29111,30643,84844,18678,17674,26157,66240,82367,2784
163,33952,35307,57418,46175,32969,27963,20449,42835,50637,2793
164,22980,28388,33430,44014,21407,22101,26003,44997,38785,2796
165,42763,49068,16091,23017,11419,2817,7831,41075,74075,2824
166,20558,75674,27202,33026,16229,15883,6375,10373,114919,2827
167,30850,48668,25710,13971,18672,10634,21374,36226,41881,2839
168,23656,26862,24361,28755,14962,12831,32124,45681,33311,2852
169,30438,25130,20118,35615,33418,23172,51652,67714,52035,2891
170,92138,25073,15484,8839,14461,14074,38045,50689,87854,2929
171,8549,15776,18654,49328,45886,33923,17817,57328,32286,2953
172,23184,26499,34288,55020,26990,23944,29967,34153,40479,2969
173,6628,3473,34642,40618,40143,33403,117577,52463,47663,2977
174,22125,25685,28004,34736,36363,36723,57586,68500,34425,2982
