,0,1,2,3,4,5,6,7,8
193,1530,3520,4212,1970,2541,2303,1684,5575,6691
194,0,193,18,0,0,242,371,212,356
195,52,6011,20961,19623,11101,1410,1788,6262,11854
196,1347,29196,73694,77330,75969,46385,48806,43795,22381
197,1661,5181,3859,2907,1460,339,3525,11739,9722
198,0,0,24,1431,320,0,0,438,0
199,6809,10432,12453,4422,3941,2740,3020,4188,4668
200,0,336,378,4147,2095,257,96,451,1123
201,3495,3842,3667,9618,4281,2699,2428,2098,575
202,320,1128,413,534,165,110,0,0,0
203,0,0,0,162,205,0,0,112,0
204,44,209,526,1214,2406,409,0,0,115
205,2269,2796,24572,8721,2700,1373,211,636,2683
206,19790,15404,16781,22840,35380,23519,10442,3404,5
207,26010,35850,66634,69159,33998,5645,23765,56637,51990
208,1409,1991,1580,2888,3689,855,1967,1711,2981
209,14,42,11512,17217,8969,893,3023,2939,13713
210,3129,4050,22490,96299,42303,12315,4637,7099,41998
211,43594,62577,63850,95449,66591,44771,43988,66347,84667
212,522,1342,4489,5534,758,247,155,693,950
213,42066,46181,34620,53895,44517,28192,21321,52406,5031
214,0,91,0,370,283,42,90,86,330
215,20847,22728,28435,30628,21828,21,5274,24710,32336
216,2757,6394,7519,9029,282,353,825,3171,7915
217,189,228,377,209,204,312,403,216,158
218,0,27,51,1204,55,3,8,0,0
219,19819,16834,55663,39853,40871,566,14921,28091,28341
220,100,961,34,1713,483,116,84,148,38
221,26564,63938,43510,37435,46250,13420,100116,168621,124494
222,346,1343,4778,5292,2011,193,82,223,221
223,4181,14226,14728,10896,10668,8492,4714,10564,11774
224,86,5,0,121,86,0,0,46,0
225,0,234,30,0,197,0,0,0,0
226,292,251,88,471,191,272,246,511,331
227,5,4956,27495,38065,35358,32358,64625,71724,57399
228,35646,50604,112334,252766,143099,52262,30463,27448,30853
229,4598,3808,9188,25938,6818,3621,743,28202,55658
230,0,0,17,1111,423,0,0,161,216
231,0,0,0,0,0,0,0,0,0
232,30,149,87,285,175,89,713,417,0
233,0,0,0,0,0,0,21,0,0
234,0,0,0,55,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0
236,0,0,6614,26324,47741,54698,17589,14816,9223
237,0,6707,16184,9035,882,0,3996,293276,288791
238,2451,2863,2983,1214,1343,1345,2899,3175,4573
239,25959,3342,24066,35440,19330,128,18587,22386,3215
240,31963,58669,70707,24412,9765,14714,15067,46052,20712
241,0,0,143,452,201,0,0,0,0
242,977,9896,9286,3070,2095,550,0,7946,28151
243,3450,5370,2221,3571,4891,2263,950,986,817
244,9966,13133,35313,41716,36604,86315,19392,27782,50708
245,217,3,6500,6636,64,0,0,0,4756
246,2046,2698,790,2763,1476,761,128,8290,605
247,554,3161,8343,8239,6484,1211,245,348,7643
248,871,2284,575,2692,1159,186,54,51,0
249,0,1005,0,0,0,0,0,5,47
250,14744,27167,24590,45536,58732,24728,21409,24731,18573
251,8,286,52,1142,88,0,91,25,0
252,0,0,0,302,176,0,0,0,0
253,94,154,196,1123,605,197,183,43,42
254,7010,11251,15947,69573,61726,42877,54341,22252,12932
255,4569,6473,2615,2375,162,6798,2538,5469,6148
256,76,415,206,1739,177,0,29,64,124
257,803,3432,12709,12034,6582,1123,9814,10952,9224
258,236,332,650,2629,2368,492,11,588,716
259,6361,6586,6255,6913,3631,1929,5459,7423,5411
260,4955,6635,6280,17185,13506,11347,4705,6927,4392
261,0,0,0,0,0,0,0,0,0
262,0,11,0,0,0,0,42,0,0
263,12275,20469,20746,22705,26086,24946,30230,41741,43316
264,140,233,423,942,343,0,0,34,126
265,727,695,864,2749,1041,435,58,151,488
266,3550,4897,41887,5104,6492,1021,239,139,75
267,0,4,49,378,587,92,0,178,309
268,56695,65534,75256,44680,9916,1413,4745,11030,3783
269,1684,6623,7747,4435,8373,8506,3507,14762,9426
270,23222,72225,99456,243925,1069,4121,21812,51892,49452
271,0,0,0,0,0,0,0,0,5
272,2463,4190,2725,1600,688,0,11308,3163,12865
273,16,193,254,4075,1578,0,0,0,0
274,2606,4149,3942,3137,903,0,14461,5297,12659
275,20846,12057,393,29281,74598,1277,232,548,0
276,662,1362,3329,10307,4229,4584,3265,2379,971
277,0,0,0,722,99,0,0,185,0
278,220405,235406,251583,326069,128788,141647,192519,205938,66933
279,10354,12791,9692,8623,832,73,7905,20596,16330
280,99,108,144,685,177,0,366,1813,1359
281,595,1905,1525,4892,1801,772,487,1487,1060
282,31799,22222,34174,6847,4470,4158,37521,5728,16960
283,77,172,283,792,531,1070,117,18,7
284,0,228,0,1084,0,0,0,94,0
285,15802,25229,33183,27962,164,29,17790,37703,64693
286,18952,13425,22338,13462,540,28237,34739,44275,17206
287,21947,57511,127414,123003,75742,39838,152968,110566,72494
288,14377,15758,44432,131193,294079,158,7443,9543,43644
289,0,127,0,228,217,143,84,29,0
290,744,844,1413,3505,2994,1695,1211,1265,511
291,2642,3705,4119,2547,10242,0,0,0,319
292,70,3312,2359,2270,3281,279,3550,961,0
293,0,0,0,0,0,0,0,0,0
294,60,631,392,1381,851,292,44,238,176
295,133,1690,606,2273,7223,423,213,151,0
296,1763,9523,11966,2488,273,361,170,814,820
297,72351,2338,0,260,179,45645,46311,21226,4514
298,800,15697,15908,40975,23370,15521,18121,17218,9811
299,3894,2957,2069,2273,1928,1299,1720,1635,1238
300,2481,5777,4352,4180,5120,2852,2834,3967,4566
301,1658,1169,1992,18984,13669,10731,10770,5113,10933
302,192,246,302,538,447,141,62,777,47
303,1091,531,972,2386,1579,965,903,2012,12627
304,3425,9828,7506,11645,13404,14137,19785,25966,14653
305,9219,1322,2367,2622,1897,0,3743,4164,3567
306,3944,14974,44894,13531,3198,0,0,6733,1428
307,58,610,1008,684,198,239,1456,3259,5943
308,4705,7951,16486,4314,1361,273,165,289,130
309,0,181,928,1288,1338,773,741,1077,961
310,23813,30968,28933,19281,25034,13016,14380,22688,19214
311,4685,6702,6126,5572,4087,6969,10560,9520,20123
312,58585,15173,5157,171376,21597,25679,24067,41537,30324
313,11158,7282,10174,6625,6056,5682,10472,20643,28679
314,66,107,49,691,258,231,79,0,53
315,9,1421,4817,8757,4559,742,483,1376,2908
316,60616,58970,51175,105950,69916,39275,80625,155920,117661
317,20879,33982,24764,18884,15583,12240,13262,11602,13601
318,0,138,7,2113,195,0,14,51,33
319,707,1857,1111,1218,1637,1316,936,913,575
320,242,12217,29717,18668,19393,14671,18747,15896,10840
321,123,196,134,274,432,75,165,360,270
322,25179,22382,64956,53942,32662,24127,3933,228813,3876
323,0,0,0,158,128,239,150,217,80
324,11537,14446,5697,7544,5895,5652,4641,5801,4375
325,0,309,0,0,0,0,0,0,0
326,10778,25542,50662,43719,15358,505,6669,10898,5251
327,3237,6511,1886,27967,4246,2777,147,1268,7740
328,5810,15332,14577,20514,16167,309,5032,15981,8608
329,23604,21180,37620,38123,64628,43955,44586,55530,63500
330,3448,2371,6058,25390,14714,2224,8151,14084,2049
331,37,58,18,28,41,13,5,0,0
332,168,1068,834,525,713,0,0,0,0
333,15314,24902,33051,79241,63036,51415,24935,40708,25834
334,2586,3273,3054,3540,2016,378,1107,2703,384
335,25,13236,22815,18216,15987,0,114109,62204,29153
336,1716,3752,4337,7706,5470,803,13,936,270
337,0,138,566,2420,699,165,802,703,1492
338,8256,7783,7378,6759,6657,1995,3583,3987,0
339,728,1240,4904,9615,8459,4726,2475,2907,747
340,15806,23079,4938,8031,8680,6635,9024,14865,4346
341,17,125,213,526,161,70,14,48,0
342,36671,33600,76139,34412,51627,3793,2128,63107,75802
343,128,181,133,1253,452,218,32,174,140
344,2647,2143,1426,1730,1228,362,274,1588,1439
345,18133,14088,22886,21272,11786,0,10541,12664,7692
346,41614,86602,99822,76032,21156,851,7098,52292,42496
347,0,24,0,673,0,0,0,154,603
348,47857,72860,32201,17143,10131,0,47174,57453,33139
349,485,2482,4898,4816,3581,1714,5480,7538,4910
350,646,209,56,0,0,0,0,884,138
351,79621,121665,222986,152008,106619,91596,147231,291346,168813
352,102,235,0,71,0,0,0,49880,50650
353,984,561,641,1617,1217,875,990,1730,2010
354,8565,15463,27835,36548,27071,14637,10975,22946,21790
355,1459,4071,8833,5503,3505,2405,3693,3029,1502
356,4308,669,407,336,258,225,2535,1188,919
357,302,389,1052,2766,1093,77,370,439,736
358,88,8,0,0,0,0,39,300,126
359,4052,5488,5608,7791,4696,4692,2478,3472,1570
360,0,233,463,1591,286,36,0,66,836
361,0,320,1045,1082,1720,0,0,0,0
362,13458,7800,8993,14103,26419,23087,27280,82659,27851
363,1002,4439,7711,19923,7470,7346,4275,5515,1954
364,130,3,31355,34865,11243,1588,3530,1505,3090
365,0,0,0,0,0,0,0,0,0
366,603,869,5649,6187,2326,957,3192,5640,5107
367,6025,6880,7783,2410,2,0,7402,15371,28270
368,12399,7737,11268,29870,13745,8080,4161,9845,8257
369,2707,735,220,109,298,149,187,1875,1815
370,42,1300,5634,16753,17774,12840,7651,11955,5459
371,0,114,735,1418,614,214,230,466,1580
372,33401,50062,84744,117536,103301,74610,67046,60643,43542
373,576,2089,406,219,256,523,486,696,553
374,0,0,0,0,232,0,0,0,0
375,1011,549,117,499,182,275,125,419,161
376,0,0,120,1595,1111,0,0,0,48
377,0,0,136,401,474,187,237,482,244
378,1308,559,59,1010,32,29,1,0,0
379,0,0,0,194,6780,0,0,31,275
380,0,0,0,2522,2734,1281,1071,962,1478
381,771,1894,1805,3499,1423,2137,4621,3027,2211
382,1623,2422,2353,7475,2036,299,436,570,636
383,0,0,0,554,0,0,0,0,0
384,55,4136,3128,22825,6039,415,22,777,110
385,7,128,1772,5345,6152,5322,1993,16595,2932
386,2918,2677,2669,2910,3081,453,460,615,586
387,29,208,2193,2623,515,473,7,218,54
388,37040,31719,31847,39576,62644,44517,31474,47205,52088
389,14000,44838,78870,79071,43262,2491,3115,10191,3615
390,204,137,121,1453,1245,0,77,518,660
391,1239,1078,1270,1281,1291,624,1597,1663,1275
392,858,2733,4365,5130,3714,198,50,1335,537
393,45517,114138,121427,410,188,21376,54411,20202,20986
394,745,2631,3268,1884,494,91,44,143,58
395,0,0,6,84,100,81,42,108,50
396,4023,7927,11116,178813,4468608,5233501,8881,31881,29940
397,6335,5173,235397,1030772,592885,96593,12870,7747,8982
398,0,1900,2067,1010,194,324,1451,2671,1765
399,5,7,0,0,0,0,0,0,0
400,221,230,788,1611,663,167,62,126,104
401,22765,18131,39237,68700,33444,13868,17783,13542,9913
402,48710,36911,44379,47105,50756,1289,24105,41140,13906
403,5483,6902,5072,5097,2228,794,1830,1532,1499
404,47,2140,1691,5452,3842,76,11,2123,1818
405,17923,4417,31462,66836,28355,24458,37999,55796,17667
406,11933,13202,17229,17967,22355,22438,47209,72183,84337
407,0,474,4278,2319,1055,423,18,559,128
408,165,613,684,1794,1230,364,263,464,325
409,6098,6274,5247,2992,2837,2430,3372,5152,3317
410,84,91,596,1603,973,276,176,1954,8682
411,63998,50798,14530,10404,8598,3101,6852,24765,22243
412,1059,18313,43469,21536,847,173,14258,32157,28575
413,14455,4962,1141,46782,16645,2009,311,6,5569
414,0,121,1007,4478,2381,0,0,0,0
415,1362,1726,856,3456,5117,1349,817,1165,1026
416,10906,5020,3774,1820,5186,6012,4020,8032,7605
417,298,869,536,5630,2367,1394,172,380,14
418,44263,35695,14793,16030,30025,65657,22765,8511,5461
419,15718,20782,13684,14327,6317,494,1817,5356,5493
420,298,104,298,1221,777,272,13,446,157
421,2590,9763,6443,16710,13272,7833,11245,9779,7120
422,137,701,1239,2984,1382,730,191,195,123
423,50389,14502,5397,4244,1319,6285,10109,10097,30261
424,402,292,97,7,0,0,0,0,313
425,22,394,1127,4718,646,0,0,105,13
426,10459,14570,29893,25575,5577,5963,3448,2928,25692
427,16568,9616,59565,103762,141098,131408,182206,167212,14771
428,0,879,1010,10414,4506,3,524,0,64
429,0,0,288,1615,537,0,14,496,0
430,15069,34450,72936,109388,82056,46693,40384,58538,49835
431,22094,16770,3721,2514,1369,544,2392,13048,4109
432,2550,7464,8385,8312,5262,3017,6245,7247,6855
433,2295,6583,19834,15571,11024,4585,3384,13066,10170
434,0,0,0,0,0,0,0,142,308
435,6052,11877,14357,29982,4261,1557,705,571,104
436,0,0,0,0,0,0,0,0,0
437,2977,4496,8363,27428,11115,5411,5030,3711,5412
438,12490,8642,8272,10470,2772,4453,9394,6329,3259
439,0,0,0,565,62,0,0,0,12
440,158,99,5,513,320,263,11,0,0
441,3218,15760,21719,21690,13701,8659,12777,12773,7947
442,0,0,69,312,246,92,55,54,44
443,3343,9004,9414,5047,3169,3633,404,2317,1393
444,236,695,419,958,434,185,64,135,11
445,0,225,5752,1927,1790,2542,11165,10873,6751
446,73,0,0,190,0,0,0,0,0
447,10911,14943,6563,8513,495,27,7017,6287,7376
448,2897,15602,29943,16014,39102,43118,20740,24774,19282
449,8569,8261,9971,33286,15578,3065,4608,5866,8811
450,3,609,367,148,122,69,206,447,1208
451,27481,60594,109513,114267,34597,40809,108410,40367,40660
452,214,2505,4319,6620,5197,2308,439,0,117
453,1372,2736,6419,7344,3048,4637,1328,1252,151
454,4638,13497,21226,16068,11815,6657,9664,10479,16060
455,264,402,1009,1027,292,252,473,429,120
456,58,115,73,939,73,0,0,0,0
457,4963,22353,13095,6553,17246,3010,0,131,247
458,20816,27663,28247,44934,38746,512,12556,8146,27336
459,62367,35521,62000,14788,26684,9754,11219,16962,13773
460,259,783,3561,3472,1578,0,0,0,5185
461,34324,19595,3940,16534,19676,6201,31648,72905,73849
462,0,958,656,6193,645,6467,272,0,510
463,161,1790,2005,21380,1981,242,0,494,22628
464,1686,427,66556,12908,14386,572,646,4876,31192
465,10201,13196,20956,35959,1981,68,1166,2861,1529
466,29009,5512,59789,65565,103359,24432,5106,76368,47177
467,205,376,57,834,0,0,29,14,74
468,87,33,90,2923,53,16,6,9,11
469,3554,4655,6506,14988,8691,4307,4416,6056,4967
470,72945,89569,90327,144697,125899,66635,57865,99617,69574
471,128246,208798,358964,346102,203981,155388,89634,99227,56908
472,53034,182969,162614,130316,25330,33498,49592,36775,36560
473,0,0,2222,5554,3617,1341,22,397,363
474,1970,1329,1168,4470,3027,1553,1594,1459,971
475,11337,9146,16857,13928,6214,3367,4134,8507,3463
476,6046,1973,5146,8166,7686,9084,2386,945,1163
477,2572,2517,3646,6871,8839,4055,4114,7385,599
478,902,764,1386,2357,690,299,235,267,57
479,57790,89921,102099,114237,100576,55682,103690,136964,85454
480,88,4639,7618,14384,20682,23635,1990,5616,9699
481,326,203,0,1731,195,69,348,1579,792
482,0,0,0,1204,712,0,0,0,0
483,450,525,1682,7351,2011,874,749,1082,2944
484,0,39,208,547,590,0,0,38,0
485,698,287,204,538,110,73,1284,2020,1199
486,14233,2934,3316,90,3395,60,30223,17632,10679
487,1948,1299,915,3662,261,0,0,139,215
488,15087,17002,26823,28861,12287,3837,7333,9613,6790
489,23,18,28,422,0,0,1,4,0
490,10738,14660,28922,8678,720,184,9456,2266,163
491,800,488,2724,1580,556,42,21,5148,11798
492,66,1724,1619,3418,534,121,49,0,0
493,695,864,1335,4101,4032,1398,1069,918,829
494,893,2937,14609,18698,21611,17430,9461,15186,27172
495,53976,78092,63235,36550,33468,4442,16865,4406,10823
496,0,2163,1810,9521,11184,5783,5367,8734,9864
497,289,927,5683,9662,3041,6670,495,207,230
498,200,4177,10260,11922,6486,3419,22646,26929,3584
499,29,125,257,331,316,0,0,0,0
500,5639,11202,4696,4339,8762,8306,5181,8507,7125
501,0,0,0,0,0,0,0,0,0
502,562,5463,0,5204,978,213,429,375,264
503,62520,41605,88979,5752,315,224,10560,17539,43235
504,2770,1268,131,1823,3071,39,36,196,1844
505,331,1846,20200,21983,3429,3821,77,297,25
506,1660,2288,3584,9620,6277,5157,2124,3880,2679
507,2291,8559,15444,18045,15493,14122,18659,24539,25036
508,321,233,331,462,53,0,0,0,160
509,10784,18446,23883,22334,6993,168,16018,15983,18298
510,371,716,1096,2358,1770,1045,726,849,808
511,23,779,582,238,226,192,71,88,9
512,16719,7592,6033,7464,5218,2363,2262,7586,4837
513,8210,5178,3678,2499,3391,1789,5097,7561,9069
514,12281,52467,61761,35886,2240,0,0,8540,40028
515,0,0,11,41,21,15,28,21,98
516,29171,7827,6583,12067,3752,1751,295,0,0
517,168,317,495,1043,685,125,95,217,11
518,8299,5446,4879,5445,3415,1405,1055,584,326
519,12280,17991,2301,5200,2873,550,4602,11364,7964
520,43276,31584,43748,108257,112249,55409,46233,67540,61402
521,35153,53493,69691,20488,800,6581,44117,8440,15560
522,34911,47603,140730,175604,153196,5113,39234,68825,72947
523,3855,2936,3249,4725,7348,2647,2471,2066,2899
524,0,0,23,34,772,745,551,428,239
525,10792,39940,77250,58473,23949,10232,5982,6137,3778
526,119,110,101,405,187,25,110,160,29
527,3510,4684,14800,23247,15347,8307,12471,13497,29056
528,12761,5975,8659,132912,180700,16032,23212,105902,113774
529,101,215,271,1850,309,555,77,80,196
530,0,65,14,62,275,44,33,44,217
531,0,0,0,0,0,0,0,0,0
532,0,0,344,413,300,88,11,14,40
533,0,109,2414,3528,5829,1275,160,662,2409
534,0,103,97,290,313,179,0,0,0
535,132,333,1427,2048,346,0,0,83,229
536,15664,15768,38816,59840,24805,11388,5824,28270,26387
537,2520,448,1102,69167,91969,26352,24867,51976,13654
538,3758,8461,13441,12985,732,66,22,0,0
539,20477,40132,66800,93183,67320,29902,36010,59081,59578
540,0,0,523,108,0,0,0,0,0
541,18,423,344,1285,59,254,495,1278,630
542,3259,10006,71900,291330,330222,208000,21753,98472,49973
543,25395,20239,25872,26102,15149,6272,7373,8873,7554
544,1001,809,2516,15476,4694,2060,1839,1177,912
545,0,0,0,913,1566,1097,74,1178,184
546,206,178,229,912,460,64,0,164,289
547,211,567,344,816,95,0,0,0,0
548,172,49,14,211,167,11,50,114,58
549,1537,3382,5627,15063,8295,2033,248,7723,6377
550,2957,3780,2718,785,6,0,756,1970,2154
551,3047,8708,2934,285,2151,7366,430,0,0
552,134,356,764,1776,1535,2214,934,1418,285
553,684,909,2191,8511,5514,1832,1508,1927,72
554,3171,448,139,132,845,0,0,0,0
555,13697,26713,67798,22078,2213,8470,8828,18460,69515
