,0,1,2,3,4,5,6,7,8,9
42,8513,29370,82150,131861,54537,27483,29529,41404,62042,1527
43,26894,44663,76379,102390,72135,52589,22412,46597,48896,1529
44,68174,61177,59757,86199,88225,45861,25700,19817,32189,1550
45,31828,35489,68317,119202,81634,47478,34148,51917,31591,1603
46,29091,33122,75420,135252,60456,18374,6561,19059,13450,1614
47,52720,62941,109954,91881,47404,29520,34576,30088,24425,1651
48,40847,94945,155476,140650,49716,13921,7944,17590,21596,1688
49,19735,27900,99637,144922,51062,36204,34413,39854,17825,1699
50,22968,41485,89827,135569,71409,62041,67639,68601,56102,1712
51,32122,38654,87322,102007,43908,14005,15656,19330,38051,1715
52,59523,52077,98470,128736,61876,34192,43191,60006,62101,1764
53,26144,20004,93147,176704,85641,35659,20705,20736,60191,1828
54,28377,71705,133892,134754,73301,25097,23605,57311,31608,1845
55,20663,49122,109578,144170,53482,8385,8697,35695,24982,1905
56,45245,33084,121172,135881,92637,27945,26818,35695,20107,1913
57,28542,59623,114078,147685,77778,42877,27134,41061,45903,1916
58,64365,86338,118387,108702,92241,13216,18787,46758,33951,1925
59,59493,71804,111312,120501,71707,35255,32518,48128,36541,1937
60,26663,45315,87737,94620,48645,30495,18949,44330,22525,1961
61,15866,24589,76100,125570,117193,35461,33732,30591,122704,1987
62,62981,84740,119688,93039,143690,17440,5510,2970,11230,2087
63,58173,55857,88935,106079,60068,36493,22876,32518,35769,2094
64,72996,52811,59134,105828,114493,32867,6260,8800,5107,2116
65,27878,13991,80577,106864,59037,5628,24702,51780,49720,2142
66,62926,73819,140677,128690,84733,24392,22037,47626,66294,2157
67,21027,54967,119872,142911,44783,29288,1965,11627,25338,2189
68,59500,33414,77912,134227,82826,24157,22023,34883,28560,2198
69,60787,105249,141797,171595,47818,26047,35824,13026,6168,2202
70,35905,60774,108819,93094,42790,25638,21338,30501,22596,2210
71,11459,46010,103300,113943,37002,2375,25518,54864,43675,2223
72,55477,88682,79730,129268,21812,7219,36983,33063,10958,2261
73,15351,30639,94890,106578,75601,42259,2173,25241,44442,2291
74,64571,87744,90032,160095,60648,13870,7412,7697,7782,2306
75,1092,32829,58774,164592,126338,52937,3900,1204,4232,2355
76,13420,52282,94896,106316,72971,3112,81,45875,23802,2360
77,39643,63208,92991,92340,59626,28775,19842,24275,19045,2435
78,991,53403,94155,109740,102540,24350,3649,6216,23016,2442
79,38842,57378,140807,159561,73821,9640,32261,36597,34658,2521
80,4596,15294,86971,176684,126132,31900,909,20715,3369,2540
81,16661,42378,60228,146679,111489,31437,10953,3568,619,2563
82,53346,43676,112098,102270,33918,5736,2263,9179,702,2596
83,65984,76537,107929,174323,76208,25916,28488,30665,19959,2631
84,29652,32287,70281,188461,84699,37199,23046,27418,24255,2657
85,54925,69883,98348,104259,81808,4611,19343,66184,66806,2754
86,4688,65263,105171,109786,61355,27691,29068,20772,13315,2780
87,21073,34139,57328,132158,101098,66048,30003,23109,20478,2801
88,42896,85780,117704,106053,105866,45834,43212,46072,43231,2810
89,46647,47817,71904,102624,59226,28755,37517,46680,30791,2847
90,18247,76951,96178,116558,16559,956,24740,72887,12919,2867
91,5705,26257,86731,112706,84962,56386,66312,21006,37034,2892
92,4167,36425,74215,114344,55285,7791,41980,62419,42146,2952
93,8531,17018,132874,113962,17813,27152,11360,6755,2126,2978
94,50735,46888,83097,107174,61683,33260,55757,45803,32492,2991
