,0,1,2,3,4,5,6,7,8,9
67,69909,76620,89996,85428,97468,52546,59989,85704,56022,1430
68,72897,71088,70032,72549,98459,84086,85656,103180,66105,1505
69,120618,95964,97837,115197,104592,76858,78171,122709,29138,1508
70,94630,74734,81615,99353,90500,63118,55394,45778,65947,1528
71,87050,109927,129059,158069,102776,43361,84623,129080,97913,1534
72,80881,58316,80183,133903,92287,83294,93123,105752,61041,1565
73,90792,97596,97407,131308,107760,84676,26173,43560,85522,1580
74,70156,79356,121433,140149,149961,89940,56656,113987,102395,1587
75,40422,94544,124556,113103,86344,82379,48643,51875,35485,1605
76,57506,91284,111537,84019,77595,57696,70137,73367,65453,1611
77,89285,78018,80438,92353,92196,64190,62723,80599,75211,1624
78,15410,117323,141285,173006,57232,15482,53896,107806,86013,1695
79,36974,74479,75594,139658,99733,19394,30030,98522,66677,1734
80,63001,62358,82002,99560,93965,65951,57430,68310,72383,1753
81,74034,93327,118261,95640,70447,24254,57793,79584,56416,1802
82,75577,90288,127999,115815,102332,54356,41571,118704,60962,1877
83,42657,59117,97438,143428,127000,64485,65801,90674,84325,2045
84,100188,97696,93288,126726,58558,40385,53083,68539,56526,2062
85,49576,78065,181903,145172,60356,30763,86827,142501,87067,2216
86,69605,90152,111411,143032,115880,44587,15151,62486,97164,2276
87,147836,88816,91491,140986,111651,44077,79670,110504,87246,2361
88,52122,73417,99391,108399,87319,58977,46535,76920,40958,2428
89,124262,81177,83018,126148,102535,62771,25717,14707,85765,2506
90,45269,63183,121958,154249,110857,92590,86172,99152,59928,2512
91,62286,106847,107288,132523,89308,104445,62691,95227,112629,2546
92,95142,114083,136824,131856,60334,63873,93609,92671,47592,2547
93,109599,118921,100232,105795,135698,88767,57907,79002,69874,2570
94,87637,127779,123048,122973,81571,73420,54178,51429,32757,2592
95,47254,63254,87585,120410,84176,52454,69853,110645,82729,2593
96,105954,121793,161374,145095,105130,94790,85175,70269,49635,2602
97,55633,79263,123818,119090,109548,63898,39658,53589,36256,2635
98,79251,92859,109226,117562,91798,65599,115005,136557,77536,2653
99,45738,92307,101600,122038,92549,19343,58904,100411,123616,2696
100,82270,95377,89505,76916,86841,32753,53145,103251,91296,2705
101,67235,86465,88561,90249,74147,57573,49928,68906,50105,2773
102,51732,70719,104366,148812,92849,61086,53680,51266,77155,2829
103,77693,135126,106571,93393,88259,66946,33853,33095,38819,2876
104,21735,37950,128619,122394,85789,94883,42427,67429,76086,2917
105,75946,88209,75581,82519,80446,45312,84077,119595,85073,2919
106,67243,119327,101493,99935,105111,17833,34613,62923,83675,2939
107,74865,128024,116872,144350,51173,14643,58298,111516,58162,2972
