,0,1,2,3,4,5,6,7,8
103,4887,6160,6952,5844,2943,3486,5663,4338,7744
104,36750,46976,58444,63371,43785,20383,19620,30524,35866
105,51812,68809,74723,49968,15578,6648,3977,21974,63765
106,22531,31193,58578,92026,88273,34364,25739,32769,15917
107,51579,35847,22039,7175,2965,18529,28461,29911,19075
108,20823,48865,137351,86304,54813,32552,65879,83244,74468
109,6230,7618,14962,33313,19846,8803,14341,12742,6241
110,36688,15152,5339,10975,70283,29403,127850,285177,293682
111,107286,53472,53567,62580,27084,12864,28579,51446,46142
112,8797,14655,14294,17586,12183,3564,1956,8145,14067
113,8703,28901,41208,53432,32744,19926,17609,11478,3874
114,3635,5224,7018,9402,8228,5965,4654,6407,5901
115,116602,140303,203154,224436,170027,95645,158541,288130,331141
116,58740,78212,70170,61047,6452,1932,10572,35940,91057
117,4987,10155,25367,19489,12067,1836,6598,23258,13855
118,33195,62851,89374,63473,35343,14296,36665,56679,90076
119,15205,19128,10535,14719,34441,7102,1376,51780,107845
120,34278,72540,126088,84941,17668,62612,158590,148832,101752
121,31122,26962,31508,28063,28304,11816,21412,35380,31187
122,52989,78654,134124,226934,242820,147905,21737,30446,422579
123,60374,31643,32135,62217,59480,2645,2036,45023,3646
124,56325,112612,182156,132736,62450,44472,18081,86455,35944
125,16556,16093,9438,16011,8823,9240,7162,3514,3518
126,115458,173916,232020,197674,138900,50585,156719,177801,135501
127,11019,21457,41801,203212,253766,201304,34904,13140,10117
128,96627,89498,109393,154721,193413,61208,70420,85207,69670
129,92515,175234,237932,155152,130671,73624,169337,192798,187748
130,21341,30057,24502,23425,20544,4931,13651,17819,21242
131,7272,6370,8353,9369,11308,10424,22827,23110,12895
132,45583,53082,49991,65762,41391,37464,26165,31133,33654
133,6470,13427,10883,13762,4312,3882,1860,6803,8588
134,17815,29589,23905,36393,37834,22883,10163,20257,20539
135,19701,28678,35229,32760,25256,23988,12235,7491,4066
136,74742,95573,96043,121433,92842,37710,44536,103434,102984
137,77053,52054,41126,60521,78615,47143,78665,70264,54330
138,52737,71841,84799,58957,32623,20063,24721,73215,24942
139,17364,19051,9916,23967,10585,12713,8491,8809,11061
140,29065,39773,74690,66393,72416,32536,31605,56242,42016
141,49742,18264,16263,45320,159832,125502,124764,246176,221720
142,3836,8580,8744,13938,11515,9387,4572,7836,5451
143,30749,25028,37223,17055,2244,18280,15810,2676,6121
144,36800,38360,38384,44206,48609,45282,32735,23312,15249
145,16968,32216,31579,29482,22560,16248,23509,20141,8782
146,73926,114709,136492,233485,253588,261767,185553,294159,152011
147,66771,66507,68142,79797,81541,35246,31674,51547,57656
148,87505,183279,220094,299699,86344,71574,73994,131196,29455
149,68485,79258,114774,45223,27859,29051,111762,151940,138048
150,83253,111710,96134,49866,11049,2296,16711,78149,107727
151,7200,9532,11239,20971,11837,5926,4859,12474,5831
152,19228,24521,45430,85631,51862,37539,23127,33604,15455
153,4550,6154,23377,37175,20771,7189,1759,34538,133573
154,139536,48901,53012,249398,258002,108488,101978,83064,173930
155,67652,35060,24523,19211,13863,14972,28295,53082,68202
156,24037,52101,63031,83954,50076,54310,22689,23621,22498
157,274565,239194,216358,222175,125143,25610,82536,213402,175717
158,26431,59794,103895,73154,58231,26860,34495,87729,102817
159,76507,86401,122469,127145,17753,1886,11296,92843,89147
160,16949,14265,23812,58690,30836,21809,21323,19647,15056
161,53812,48702,67461,109564,85682,36329,34623,52468,56351
162,36684,28042,161675,206933,110968,48692,10541,12866,12491
163,160224,241276,191408,256698,171470,191197,227552,199204,122094
164,30585,22191,44552,70130,90435,81863,23849,36446,17563
165,6794,7108,42817,22013,100467,15123,1123,28650,59478
166,21916,47864,60511,78799,55690,69699,73516,43586,12268
167,55651,89911,122812,133688,136591,50438,69782,157265,103674
168,102047,59127,36328,43291,46254,54301,74418,82097,47894
169,26376,3575,15312,17646,41076,27054,5069,23936,23256
170,117950,155622,206791,306527,278397,137945,162790,235709,153476
171,18468,22445,33273,52588,46934,27740,36936,64564,58754
172,5894,170808,145267,128296,84006,19366,4922,51495,335140
173,50075,72301,48293,66037,94037,48813,25978,54934,28120
174,6595,15587,37327,38556,19325,4209,5917,15481,13000
175,79674,95639,109134,123436,105328,104802,65233,105153,92890
176,4613,13839,14600,13392,10251,9525,27757,187478,87065
177,51087,87608,106212,55848,39000,25158,18680,20939,37097
178,644,19511,139071,286547,227251,228943,24374,65653,68904
179,2340,26704,85791,83156,8627,0,1163,17609,65534
180,32828,35714,129212,246567,203604,68634,94947,160104,154885
181,16383,59546,69893,105837,88296,151179,94487,92285,53877
182,172511,59870,232881,201136,100874,16739,274536,354290,170715
183,6305,14142,63291,42081,43816,65805,4992,4484,19179
184,6665,11662,10208,25691,17480,12926,11515,13790,8369
185,150372,141176,162323,250784,128116,59053,101851,100756,153067
186,63198,76254,161133,226878,213245,53972,95660,82508,82438
187,167208,159604,211092,276260,134806,19615,7977,3991,5266
188,44496,37717,41916,62864,48585,31307,55471,65084,57023
189,35632,52137,60737,147217,121201,107434,50172,112215,146149
190,106429,127842,139793,167623,169085,61909,98199,135099,101279
191,13989,93002,181382,155739,58562,29124,82158,155606,118495
192,9471,15705,36973,43674,100418,114201,19409,45272,38622
193,21733,36029,70009,97533,94823,29484,27048,35326,16924
194,4190,6159,6467,9515,10516,7332,5690,2539,5301
195,16630,72399,275911,301190,191161,80330,48779,59445,58724
196,5463,58366,138332,112775,117896,78204,76024,91228,66265
197,15049,59429,76986,72843,38721,7209,40105,89911,61930
198,11450,15597,18115,28629,18734,22940,32395,48385,36577
199,63356,43589,46962,104301,140411,148784,179076,208132,164849
200,6833,14597,45822,95081,71101,42455,52519,53846,50182
201,58593,88061,157525,194160,180918,145838,60720,44685,11052
202,34406,47358,35126,14190,18041,12134,6376,19138,32779
203,12790,13600,10674,23193,22817,11591,10758,14901,13488
204,10933,39337,88079,168034,335662,193354,6107,0,17905
205,99221,168325,274804,313892,146304,21617,2735,7033,19460
206,57164,67207,79331,100954,171089,117605,54967,18972,355
207,70719,97519,197704,240501,125215,48654,70577,221328,175707
208,21644,22387,17640,28772,22313,9595,12270,13813,19419
209,13972,9674,128609,248666,141492,54732,44276,55267,156375
210,5009,5660,30319,123064,58869,16525,5973,5885,31294
211,101214,134390,150730,199536,133320,92531,96476,139089,166193
212,32010,26172,50704,73425,37081,11724,13859,30473,36855
213,31478,46044,38788,61485,55450,27432,14415,40063,59657
214,13792,12160,12441,12736,11590,9109,8314,9484,4878
215,16251,20885,27933,41457,46553,10162,6266,27898,30172
216,62629,76893,112592,219293,46484,22885,30575,56923,79930
217,79559,92828,108018,105679,83812,53670,76127,83286,64268
218,4407,9824,15384,14784,6814,2908,2813,5022,4606
219,56922,117578,195475,147125,136480,31258,50204,95253,77335
220,44744,59240,44766,115417,41907,18550,28816,75175,49051
221,21001,45741,31065,31377,37435,10849,83930,152667,110637
222,7977,17498,33442,36444,25052,4764,10185,22445,21904
223,112097,146274,200685,231632,197370,104970,77488,134960,129205
224,36816,37168,40612,45404,31374,3176,10231,17895,26717
225,3360,9254,12966,15125,13751,5462,4089,7369,8524
226,9108,9805,12256,14924,7442,8101,12988,23750,12095
227,38694,55559,66933,68356,54662,39159,96419,96009,62823
228,62808,91752,185920,391404,235997,81346,44745,38674,27985
229,61861,68257,148349,341089,238062,111136,52115,113718,164446
230,57749,62121,71173,118595,103597,42774,63469,94625,77627
231,12306,12431,9660,9312,9567,7499,14848,18628,11543
232,6175,4533,6040,5176,2984,4215,6697,6121,4387
233,80717,59328,70703,75137,46313,37652,64845,51368,37294
234,13213,18275,17071,14453,9990,7877,9092,9195,6520
235,6517,3240,19139,28518,33098,26132,14520,82388,73973
236,8044,13611,79890,137436,156233,149696,48453,81701,60446
237,1683,9182,19469,21660,12064,5698,12024,62915,88826
238,152165,151010,152531,73802,66096,67461,143952,162815,216692
239,157837,114914,69043,74572,55723,14635,91058,59508,47938
240,50011,89935,103216,40858,22091,27479,28505,68369,34339
241,8566,7230,9253,18963,22631,8902,9488,29756,23738
242,40834,105170,101415,62231,44159,21642,44330,67980,52214
243,98394,138228,87334,100788,169171,79900,44689,46904,34923
244,65772,30446,59561,66770,54977,36472,54913,72534,108251
245,14698,11997,35863,113055,8408,6346,9735,79154,127340
246,66903,71514,56842,108785,77543,47429,24391,36777,18847
247,35269,43326,102999,104487,107581,71480,58428,60881,39549
248,27680,30473,40233,81662,40743,28840,20040,28110,31734
249,48565,120627,163954,142160,95788,52762,81378,136546,134188
250,108994,148777,158662,215442,297352,168087,98744,120911,81032
251,14451,14689,17250,24464,5933,6293,14400,34585,44210
252,1426,28594,5879,98607,117656,212565,78449,24885,46967
253,17835,20444,22077,38830,18740,12523,14336,8258,5761
254,3918,7939,10564,34086,28588,20832,25160,12086,7571
255,63641,44602,48123,78965,82926,119005,54317,79647,82952
256,21804,26750,30096,48952,24838,27790,16910,33689,38144
257,126210,150001,150654,155067,129044,77290,110515,114392,85547
258,19525,29705,43821,72495,60805,24941,19650,35978,47489
259,68079,57722,54427,63924,43905,21929,52816,80657,78848
260,7302,9012,7453,18069,14977,12262,6113,8785,5930
261,36847,36722,56007,57807,61421,60793,105093,72385,27574
262,17118,14808,6276,6919,9092,7389,9255,3940,9027
263,159270,225589,233893,180369,168598,145817,172390,217292,198350
264,43465,37992,25634,28087,19082,11910,26614,30103,30718
265,24744,27555,27283,38718,22550,15698,8878,13977,15905
266,5302,8608,55016,12877,13517,4813,2369,2718,3753
267,18727,20233,20872,20992,20489,6330,5477,25960,74555
268,101809,145116,171457,101774,41080,7545,14219,34678,12018
269,29467,51418,44702,25396,29434,30340,16053,73503,59727
270,55783,138852,139813,407004,27877,22851,70137,189456,143400
271,20177,17387,33755,40442,18636,4370,27758,25165,19803
272,114009,105983,125342,78658,36575,1746,15854,10830,25656
273,17514,89414,113489,99853,48446,32849,8287,7967,8627
274,117415,100332,128529,88341,36596,1142,27182,35306,55484
275,57214,26865,18806,103238,145602,14128,12897,19339,13325
276,51053,89983,193612,237461,219170,193860,117352,142387,128246
277,3037,5478,10791,42512,25594,4432,6690,14900,7374
278,171798,177422,169698,187011,104066,130309,132780,126508,56561
279,132351,163415,130796,94140,21102,3577,181233,252183,200586
280,54785,62984,58105,56887,44392,37142,77473,124971,98340
281,74555,66964,78344,147943,91237,46423,36569,66019,79258
282,25407,23465,25011,12567,8159,7780,31617,10153,13878
283,21580,116046,110544,41698,36224,30251,3878,15954,36163
284,17343,9440,32609,33757,32055,15940,20687,11385,3978
285,38225,65501,88433,76949,5050,1381,27337,83346,108288
286,46322,32298,185334,122164,7322,27097,51983,91511,113362
287,180243,182909,201401,207704,111703,47089,135459,191354,115678
288,66503,57877,132751,156590,253368,27423,15005,16230,52855
289,8513,15779,21170,22019,14908,10559,6550,8684,5766
290,27258,34704,37630,56057,49110,32343,28768,27369,20086
291,55627,51681,81190,41548,82901,15003,27751,150778,227006
292,9125,35242,38391,51261,48969,20253,36775,50251,36271
293,36111,30186,22126,12909,12108,13402,6805,7934,7981
294,20250,27725,34385,38829,37770,30749,17488,22888,29218
295,29894,34629,27862,43628,69272,23948,17440,58376,14820
296,27525,36557,54828,50568,34897,21961,19820,38626,35105
297,263486,25971,11725,9774,11437,47883,64997,38830,36505
298,3370,22094,47324,107671,80898,57454,53747,41201,21307
299,30370,24208,17461,16501,14856,10797,15812,18018,10096
300,87234,94463,72163,51030,54931,32714,48796,61641,60049
301,4367,29268,59415,161236,147659,97213,91540,94714,105086
302,11132,21219,20598,25178,18048,6606,4705,29541,58536
303,25862,33098,95562,106686,71457,51012,59549,59400,54725
304,81254,185629,176439,197852,161064,135559,169241,274862,188211
305,42076,23839,24619,29906,23542,2320,15257,26519,32269
306,5896,33073,241096,81538,21747,1772,1612,38886,40537
307,37605,145999,50868,70101,81468,35871,23570,24280,35707
308,35488,61324,99336,40736,19521,13962,14936,12321,10849
309,8417,12335,29590,36859,28921,28140,22002,29749,27943
310,38468,43812,50010,54524,53127,49785,29001,88147,42138
311,53617,67289,62042,42967,51031,72243,117367,83813,108175
312,54286,14768,5182,69191,12143,13143,13406,27995,19910
313,25015,17730,20227,13260,14308,12722,28657,62314,87165
314,8234,9583,8349,11163,15086,13015,10938,18218,19742
315,24146,87217,122713,130186,20264,5440,9467,20967,18998
316,56082,54804,46223,77918,52091,37302,56476,112182,80777
317,49588,63633,44464,32871,27337,22289,23265,19849,25100
318,6984,10413,15622,29492,26629,17678,10514,5688,5675
319,9672,22155,18413,18411,22322,20222,12780,15546,10378
320,1932,13728,28055,43626,69671,73883,57511,52110,36338
321,7106,8609,9414,20302,20510,11601,12011,21745,17894
322,168165,220311,305800,318738,212755,154297,87066,182983,72826
323,4651,6833,9911,7748,5234,8385,6788,10192,5773
324,23975,29991,12456,15705,11608,10524,9927,12543,9472
325,14503,20978,40908,51294,41631,49459,12864,34384,27540
326,87886,187483,296418,221777,78393,2791,52274,120035,85743
327,38194,39672,38088,135960,76691,70170,37456,106359,157796
328,43528,90404,114563,151938,122512,31453,33251,50704,58809
329,101621,114834,127415,132812,180843,130385,112419,112972,94271
330,19100,13992,31745,78463,53016,12127,45911,50449,14576
331,17902,18091,15868,14386,20525,5515,4388,9628,10160
332,26355,29732,36064,43721,33257,17705,15992,21672,19732
333,52765,80264,114657,208060,165324,146059,73703,113951,82125
334,77620,88174,71397,57286,48335,28128,32323,38581,21894
335,17425,116706,150491,101395,77392,23417,119176,121621,97805
336,64245,66671,100131,177171,202252,144722,71622,78180,52250
337,12957,15785,36622,49830,21240,13645,22015,25183,45850
338,59589,44928,30260,45431,25640,6099,28346,35350,20553
339,10553,18199,35211,71330,52355,29498,9237,13714,6752
340,88606,59576,50133,55567,49470,37248,37529,48271,21239
341,9961,26407,35579,38244,28809,11085,7335,9116,10288
342,26523,13371,22261,21533,29968,3508,2139,48456,47814
343,38038,40496,39348,49152,35543,38955,43089,55048,47683
344,6720,5443,6190,7166,7428,4203,4074,7736,6211
345,30567,41958,54909,53673,32382,3221,19973,35264,25868
346,59714,75745,91357,74017,19401,825,6617,53011,47759
347,32931,81106,109934,74661,34493,25454,20633,61467,34939
348,46389,57755,32015,92652,121099,5328,46409,77723,42445
349,28422,63001,89167,78810,66552,26738,71483,95091,67711
350,109108,124781,101445,678,0,9144,40257,104633,85913
351,38429,65377,129411,140218,71517,45268,61572,114424,85131
352,275565,240027,195021,202978,55239,0,21374,242240,140637
353,10663,13363,10794,11266,9975,13008,13710,16336,18903
354,14615,26956,55877,61756,47671,21400,20097,43412,37187
355,16362,51048,80254,49664,34578,26318,37906,29020,14860
356,29203,50470,95447,110429,62365,57209,100185,107653,84698
357,17168,19099,23490,36584,20942,13007,20831,20232,21478
358,4925,1278,3903,9567,4037,2922,7206,15557,8905
359,9434,11416,11538,15718,9500,9052,5332,8216,3869
360,10370,46313,34009,40133,13873,7057,1321,36693,79537
361,10362,37963,118245,144869,50264,17586,3596,7833,6773
362,72044,44781,46994,78276,100843,110462,104511,213304,86452
363,15257,30313,43999,75177,40319,38688,24989,33374,19239
364,6797,180,73650,91774,47100,9188,15969,13344,10494
365,8256,7193,7742,11023,9546,9604,6757,6720,8014
366,11442,9006,22707,30372,25101,7881,10325,14818,11366
367,109057,129667,92978,40972,3644,105,63785,130166,299672
368,10381,6920,9914,23318,12530,7478,3003,7526,6013
369,23823,9658,6550,3996,16975,15234,12529,37099,70187
370,19445,56924,41388,109218,135203,79236,87186,162172,104026
371,13647,21061,61732,78502,54671,41969,29749,66351,99151
372,22489,35449,58056,83952,72937,51395,45405,38173,30807
373,6676,13723,5191,2858,3929,4829,6102,9027,7483
374,23908,16865,22000,23387,17147,16713,29057,23779,22796
375,9779,7620,6306,11498,7929,8151,2880,4942,2737
376,23146,23116,33508,52202,63756,24286,6508,20089,20786
377,11982,18007,22519,21208,16674,7121,24902,22415,19866
378,56127,29904,26498,26523,11041,27200,29968,19272,21787
379,81467,122664,54382,122338,104214,67505,72300,44424,38167
380,6857,5261,5702,6895,9220,4312,3604,3633,4973
381,38195,34638,34537,42521,26299,18581,31173,32987,27509
382,116375,156377,157976,214967,123832,57373,78440,78550,39358
383,69795,60537,60792,54383,54075,42084,65633,68474,47694
384,22892,75810,173314,370084,221378,143612,53536,70666,46417
385,685,82947,145975,214563,270211,206136,67235,152369,88345
386,46005,55980,58986,55402,65231,43271,53556,76198,76912
387,4015,18163,36712,27532,17051,14123,4147,6736,7794
388,96205,119371,177260,196729,175460,129796,101607,128699,139988
389,8985,20908,27922,28423,12687,1047,2037,7350,3777
390,14772,15105,21096,45818,43174,29677,10440,25233,28842
391,49692,40754,50159,41776,45075,25720,62144,64311,46099
392,20819,66380,79474,94514,72433,30386,23973,33300,4802
393,12976,35032,47280,32505,15963,13573,24115,19767,19472
394,25903,72728,124455,108198,56669,33444,20556,32133,62001
395,35116,40038,41694,41444,32231,22282,15572,30784,18536
396,12585,19476,33921,31251,72591,55109,15505,63428,67950
397,25562,26159,62507,58520,67392,45229,21932,21139,18652
398,30906,62439,62741,31801,13347,7628,17848,48742,70247
399,38524,62135,50937,17062,11711,4484,37619,49246,18196
400,10589,6499,24032,28417,9454,4656,2524,4955,3687
401,130633,92222,194492,357781,189178,77632,86833,136735,41257
402,151979,152600,160799,185698,180038,24617,65869,123737,57865
403,25055,27028,20285,17865,8456,3697,7061,5738,5531
404,12143,47363,85323,158208,144339,49822,6568,64043,58765
405,92150,28260,137904,210185,78909,105119,60769,93712,72632
406,85285,90479,104469,112781,121755,91128,194091,277795,326932
407,30987,31782,99737,111408,68598,33376,1262,33425,40445
408,5008,12945,18668,30940,24909,13410,10621,14165,12561
409,16672,16795,12037,8164,7560,6159,10372,16343,12422
410,37205,38365,74382,67343,45358,28201,22771,23611,26893
411,107884,64726,17976,13418,11976,4792,10107,37193,40960
412,47650,78747,147904,111862,21690,6093,47182,116691,100732
413,53577,55087,150675,116949,55405,18199,2697,659,25795
414,3654,11365,75735,168615,78804,31572,9007,6452,3322
415,119198,92196,86073,148827,164148,100906,106878,112390,67760
416,42243,22537,15498,9772,21358,21851,20811,36892,33014
417,15031,34025,33381,100465,97554,83175,49174,150885,111550
418,18347,32320,79555,162841,288844,385199,200552,250648,139549
419,113677,142045,128431,197764,198531,40947,82746,180239,134029
420,10856,11429,17139,22173,13777,6558,7331,7939,4659
421,14938,34024,78299,126340,66145,60630,83605,104668,85746
422,6280,26622,50328,80211,57322,49436,16012,16948,17078
423,31651,10900,4708,4367,1163,6645,9748,9151,23198
424,25292,30797,26145,9716,23674,24647,25799,11910,8858
425,3318,87004,126181,78153,33627,20842,7592,8860,2862
426,89029,121884,198531,220714,58064,59942,60606,30413,119685
427,47772,30871,84317,96505,138044,133392,167680,177827,128156
428,69033,175869,166553,227280,165630,135013,144281,116001,63963
429,635,27102,71799,43593,19950,7436,30654,17887,11561
430,25080,60266,125109,180883,133102,78738,69801,98413,92103
431,68794,53919,43256,51948,43227,33825,28497,41634,13585
432,19858,21950,24949,30251,22726,15551,30062,32334,25138
433,44915,105160,162723,325795,352625,103968,147348,256658,170855
434,4200,3654,18853,16032,9591,4110,3584,4315,6384
435,14741,21398,40373,58848,16780,8944,7549,7140,3949
436,11628,42393,52141,43301,40776,24451,37260,35409,16157
437,2929,5024,10742,24755,15463,8280,6890,5470,6671
438,17170,15033,13210,16082,7349,6902,13768,14538,10886
439,7353,8452,7204,17415,9774,8902,5338,5176,3163
440,24786,22925,26334,36076,24071,16939,18011,28229,20370
441,22543,33145,52531,65133,39262,23409,25544,25690,25136
442,8713,11802,33481,72118,47939,12912,10995,17491,20647
443,51211,69399,77749,46242,41833,33760,32060,58497,31203
444,14150,29508,22453,23443,13868,11282,16797,19627,12317
445,17098,18659,58698,17812,16297,10561,38361,35611,23941
446,3823,3655,4816,2851,4589,5666,4772,4276,2793
447,11477,16425,11704,28209,13182,2206,16717,18954,16290
448,52105,64832,101617,82233,81906,61288,35055,67935,84561
449,50278,50662,57446,96740,66228,29785,33534,38883,59655
450,11039,15313,11239,6730,6388,6071,11065,32433,48477
451,79959,118340,146781,150918,63271,98470,146932,84086,73801
452,25283,56420,78436,65908,43502,22261,33370,91163,110975
453,42638,41127,62623,64855,30727,28652,35381,48747,26838
454,49518,53316,70784,100520,101759,37910,37508,44982,38576
455,65899,68872,75069,109832,68965,39048,70755,104232,98253
456,3932,6440,7902,10388,9549,7006,4336,7643,9817
457,8081,33326,31914,20959,29394,6883,4587,27410,18029
458,83269,98234,122768,163781,155216,27247,58464,62769,95814
459,52172,38814,49133,55303,66658,54483,52230,41157,18783
460,82933,199587,280385,298096,175400,60418,19230,23297,117454
461,54914,41350,36808,68740,78763,34520,101381,217025,230333
462,8435,26311,71257,159302,135753,141377,92355,59357,98939
463,5516,30145,28577,87793,28376,32727,35104,34974,46625
464,7290,2513,229128,139565,125643,19615,4979,28024,185037
465,95268,94294,112336,163614,56560,15882,23763,65436,49880
466,130468,22852,168359,179181,267442,107115,14367,128240,35386
467,9735,5068,6763,15362,11840,5869,3810,6254,3361
468,22464,21697,41197,83897,43422,26826,6662,7716,6569
469,28054,38908,41156,47499,29744,17303,26753,45712,40033
470,161909,188488,196096,291386,261883,151460,140805,233344,171863
471,48930,82515,143018,138931,74198,56475,41784,43677,25585
472,29311,129276,211262,153787,38083,68203,115833,76691,84353
473,39646,42319,84165,120244,83366,37162,9604,21722,19328
474,20104,13088,15961,29946,25906,16018,18272,16986,12903
475,25865,26462,43798,33731,19214,10219,8512,16605,7440
476,6862,4735,17239,30489,28722,31542,8432,6335,3405
477,121695,136024,172503,258850,318345,157544,202708,365995,33352
478,32781,35410,59194,93285,53201,30912,16009,16277,6680
479,27925,38185,45830,55217,47693,26811,49943,66094,41655
480,43045,16615,31880,50209,76403,67465,21608,28832,39903
481,36046,43622,55258,61986,43220,18221,21929,31684,32961
